№ Площадки,Регион,Диапазон,Тип БС,"Дата ТЭ 
(ЧЧ.ММ.ГГ)","Год 
плана",exМР
PL_77_429,Москва и Московская область,LTE-1800,БС,2021-11-21,2021,МР Москва
PL_77_429,Москва и Московская область,LTE-2600,БС,2021-11-21,2021,МР Москва
PL_77_429,Москва и Московская область,LTE-2600-TDD,БС,2021-11-21,2021,МР Москва
PL_77_430,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_430,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_430,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_430,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_430,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_430,Москва и Московская область,LTE-2600-TDD,БС,2021-03-20,2021,МР Москва
PL_77_441,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_441,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_441,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_441,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_441,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_441,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_445,Москва и Московская область,GSM-900,БС,2021-10-20,2021,МР Москва
PL_77_445,Москва и Московская область,DCS-1800,БС,2021-10-20,2021,МР Москва
PL_77_445,Москва и Московская область,UMTS-2100,БС,2021-10-20,2021,МР Москва
PL_77_445,Москва и Московская область,LTE-1800,БС,2021-10-20,2021,МР Москва
PL_77_445,Москва и Московская область,LTE-2600,БС,2021-10-20,2021,МР Москва
PL_77_445,Москва и Московская область,LTE-2600-TDD,БС,2021-10-20,2021,МР Москва
PL_77_447,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_447,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_447,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_447,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_447,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_447,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_452,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_452,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_452,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_452,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_452,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_452,Москва и Московская область,LTE-2600-TDD,БС,2021-03-20,2021,МР Москва
PL_77_453,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_453,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_453,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_453,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_453,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_454,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_454,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_454,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_454,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_454,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_454,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_455,Москва и Московская область,GSM-900,БС,2021-06-21,2021,МР Москва
PL_77_455,Москва и Московская область,DCS-1800,БС,2021-06-21,2021,МР Москва
PL_77_455,Москва и Московская область,LTE-1800,БС,2021-06-21,2021,МР Москва
PL_77_455,Москва и Московская область,LTE-2600,БС,2021-06-21,2021,МР Москва
PL_77_456,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_456,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_456,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_456,Москва и Московская область,LTE-800,БС,2021-04-20,2021,МР Москва
PL_77_456,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_456,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_456,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_457,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_457,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_457,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_461,Москва и Московская область,GSM-900,БС,2021-11-20,2021,МР Москва
PL_77_461,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_461,Москва и Московская область,UMTS-2100,БС,2021-11-20,2021,МР Москва
PL_77_461,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_461,Москва и Московская область,LTE-2600,БС,2021-11-20,2021,МР Москва
PL_77_461,Москва и Московская область,LTE-2600-TDD,БС,2021-11-20,2021,МР Москва
PL_77_464,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_464,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_464,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_464,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_464,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_465,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_465,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_465,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_465,Москва и Московская область,LTE-800,БС,2021-05-21,2021,МР Москва
PL_77_465,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_465,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_465,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_467,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_467,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_467,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_467,Москва и Московская область,LTE-800,БС,2021-04-20,2021,МР Москва
PL_77_467,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_467,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_467,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_469,Москва и Московская область,GSM-900,БС,2021-11-20,2021,МР Москва
PL_77_469,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_469,Москва и Московская область,UMTS-2100,БС,2021-11-20,2021,МР Москва
PL_77_469,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_469,Москва и Московская область,LTE-2600,БС,2021-11-20,2021,МР Москва
PL_77_469,Москва и Московская область,LTE-2600-TDD,БС,2021-11-20,2021,МР Москва
PL_77_473,Москва и Московская область,GSM-900,БС,2021-07-20,2021,МР Москва
PL_77_473,Москва и Московская область,DCS-1800,БС,2021-07-20,2021,МР Москва
PL_77_473,Москва и Московская область,UMTS-2100,БС,2021-07-20,2021,МР Москва
PL_77_473,Москва и Московская область,LTE-1800,БС,2021-07-20,2021,МР Москва
PL_77_473,Москва и Московская область,LTE-2600,БС,2021-07-20,2021,МР Москва
PL_77_473,Москва и Московская область,LTE-2600-TDD,БС,2021-07-20,2021,МР Москва
PL_77_475,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_475,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_475,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_475,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_478,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_478,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_479,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_479,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_479,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_479,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_479,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_479,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_482,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_482,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_482,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_482,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_482,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_488,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_488,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_488,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_488,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_488,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_488,Москва и Московская область,LTE-2600-TDD,БС,2021-08-21,2021,МР Москва
PL_77_491,Москва и Московская область,GSM-900,БС,2021-06-20,2021,МР Москва
PL_77_491,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_491,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_491,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_491,Москва и Московская область,LTE-2600,БС,2021-06-20,2021,МР Москва
PL_77_491,Москва и Московская область,LTE-2600-TDD,БС,2021-06-20,2021,МР Москва
PL_77_492,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_492,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_492,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_492,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_492,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_492,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_494,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_494,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_494,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_494,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_495,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_495,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_495,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_495,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_495,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_495,Москва и Московская область,LTE-2600-TDD,БС,2021-08-21,2021,МР Москва
PL_77_500,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_500,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_500,Москва и Московская область,UMTS-900,БС,2021-03-20,2021,МР Москва
PL_77_500,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_500,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_500,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_500,Москва и Московская область,LTE-2600-TDD,БС,2021-03-20,2021,МР Москва
PL_77_501,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_501,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_501,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_501,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_501,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_501,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_502,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_502,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_502,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_502,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_502,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_502,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_503,Москва и Московская область,GSM-900,БС,2021-09-21,2021,МР Москва
PL_77_503,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_503,Москва и Московская область,UMTS-900,БС,2021-09-21,2021,МР Москва
PL_77_503,Москва и Московская область,UMTS-2100,БС,2021-09-21,2021,МР Москва
PL_77_503,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_503,Москва и Московская область,LTE-2600,БС,2021-09-21,2021,МР Москва
PL_77_503,Москва и Московская область,LTE-2600-TDD,БС,2021-09-21,2021,МР Москва
PL_77_504,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_504,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_504,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_504,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_504,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_504,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_510,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_510,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_510,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_510,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_510,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_510,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_511,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_511,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_511,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_511,Москва и Московская область,LTE-800,БС,2021-05-21,2021,МР Москва
PL_77_511,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_511,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_511,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_512,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_512,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_512,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_513,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_513,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_513,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_513,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_513,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_514,Москва и Московская область,GSM-900,БС,2021-11-21,2021,МР Москва
PL_77_514,Москва и Московская область,DCS-1800,БС,2021-11-21,2021,МР Москва
PL_77_514,Москва и Московская область,UMTS-2100,БС,2021-11-21,2021,МР Москва
PL_77_514,Москва и Московская область,LTE-1800,БС,2021-11-21,2021,МР Москва
PL_77_514,Москва и Московская область,LTE-2600,БС,2021-11-21,2021,МР Москва
PL_77_514,Москва и Московская область,LTE-2600-TDD,БС,2021-11-21,2021,МР Москва
PL_77_516,Москва и Московская область,GSM-900,БС,2021-11-21,2021,МР Москва
PL_77_516,Москва и Московская область,DCS-1800,БС,2021-11-21,2021,МР Москва
PL_77_516,Москва и Московская область,UMTS-2100,БС,2021-11-21,2021,МР Москва
PL_77_516,Москва и Московская область,LTE-1800,БС,2021-11-21,2021,МР Москва
PL_77_516,Москва и Московская область,LTE-2600,БС,2021-11-21,2021,МР Москва
PL_77_517,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_517,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_517,Москва и Московская область,UMTS-900,БС,2021-02-20,2021,МР Москва
PL_77_517,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_517,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_517,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_520,Москва и Московская область,GSM-900,БС,2021-11-21,2021,МР Москва
PL_77_520,Москва и Московская область,DCS-1800,БС,2021-11-21,2021,МР Москва
PL_77_520,Москва и Московская область,UMTS-900,БС,2021-11-21,2021,МР Москва
PL_77_520,Москва и Московская область,UMTS-2100,БС,2021-11-21,2021,МР Москва
PL_77_520,Москва и Московская область,LTE-1800,БС,2021-11-21,2021,МР Москва
PL_77_520,Москва и Московская область,LTE-2600,БС,2021-11-21,2021,МР Москва
PL_77_520,Москва и Московская область,LTE-2600-TDD,БС,2021-11-21,2021,МР Москва
PL_77_522,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_522,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_522,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_523,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_523,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_523,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_523,Москва и Московская область,LTE-800,БС,2021-02-20,2021,МР Москва
PL_77_523,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_523,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_524,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_524,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_524,Москва и Московская область,UMTS-900,БС,2021-05-21,2021,МР Москва
PL_77_524,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_524,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_524,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_524,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_525,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_525,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_525,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_525,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_525,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_525,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_526,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_526,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_526,Москва и Московская область,UMTS-900,БС,2021-08-21,2021,МР Москва
PL_77_526,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_526,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_530,Москва и Московская область,GSM-900,БС,2021-11-21,2021,МР Москва
PL_77_530,Москва и Московская область,DCS-1800,БС,2021-11-21,2021,МР Москва
PL_77_533,Москва и Московская область,GSM-900,БС,2021-11-21,2021,МР Москва
PL_77_533,Москва и Московская область,DCS-1800,БС,2021-11-21,2021,МР Москва
PL_77_533,Москва и Московская область,UMTS-2100,БС,2021-11-21,2021,МР Москва
PL_77_533,Москва и Московская область,LTE-1800,БС,2021-11-21,2021,МР Москва
PL_77_533,Москва и Московская область,LTE-2600,БС,2021-11-21,2021,МР Москва
PL_77_533,Москва и Московская область,LTE-2600-TDD,БС,2021-11-21,2021,МР Москва
PL_77_537,Москва и Московская область,GSM-900,БС,2021-02-21,2021,МР Москва
PL_77_537,Москва и Московская область,DCS-1800,БС,2021-02-21,2021,МР Москва
PL_77_537,Москва и Московская область,UMTS-2100,БС,2021-02-21,2021,МР Москва
PL_77_537,Москва и Московская область,LTE-800,БС,2021-02-21,2021,МР Москва
PL_77_537,Москва и Московская область,LTE-1800,БС,2021-02-21,2021,МР Москва
PL_77_537,Москва и Московская область,LTE-2600,БС,2021-02-21,2021,МР Москва
PL_77_537,Москва и Московская область,LTE-2600-TDD,БС,2021-02-21,2021,МР Москва
PL_77_539,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_539,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_539,Москва и Московская область,UMTS-900,БС,2021-02-20,2021,МР Москва
PL_77_539,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_539,Москва и Московская область,LTE-800,БС,2021-02-20,2021,МР Москва
PL_77_539,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_539,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_544,Москва и Московская область,GSM-900,БС,2021-09-21,2021,МР Москва
PL_77_544,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_544,Москва и Московская область,UMTS-2100,БС,2021-09-21,2021,МР Москва
PL_77_544,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_544,Москва и Московская область,LTE-2600,БС,2021-09-21,2021,МР Москва
PL_77_544,Москва и Московская область,LTE-2600-TDD,БС,2021-09-21,2021,МР Москва
PL_77_546,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_546,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_546,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_546,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_546,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_546,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_548,Москва и Московская область,GSM-900,БС,2021-11-20,2021,МР Москва
PL_77_548,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_548,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_549,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_549,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_549,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_549,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_549,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_549,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_551,Москва и Московская область,GSM-900,БС,2021-02-21,2021,МР Москва
PL_77_551,Москва и Московская область,DCS-1800,БС,2021-02-21,2021,МР Москва
PL_77_551,Москва и Московская область,UMTS-2100,БС,2021-02-21,2021,МР Москва
PL_77_551,Москва и Московская область,LTE-800,БС,2021-02-21,2021,МР Москва
PL_77_551,Москва и Московская область,LTE-1800,БС,2021-02-21,2021,МР Москва
PL_77_551,Москва и Московская область,LTE-2600,БС,2021-02-21,2021,МР Москва
PL_77_551,Москва и Московская область,LTE-2600-TDD,БС,2021-02-21,2021,МР Москва
PL_77_553,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_553,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_553,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_553,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_553,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_553,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_554,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_554,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_554,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_554,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_554,Москва и Московская область,LTE-2600-TDD,БС,2021-03-20,2021,МР Москва
PL_77_556,Москва и Московская область,GSM-900,БС,2021-11-20,2021,МР Москва
PL_77_556,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_556,Москва и Московская область,UMTS-2100,БС,2021-11-20,2021,МР Москва
PL_77_556,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_556,Москва и Московская область,LTE-2600,БС,2021-11-20,2021,МР Москва
PL_77_563,Москва и Московская область,GSM-900,БС,2021-06-20,2021,МР Москва
PL_77_563,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_563,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_563,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_563,Москва и Московская область,LTE-2600,БС,2021-06-20,2021,МР Москва
PL_77_563,Москва и Московская область,LTE-2600-TDD,БС,2021-06-20,2021,МР Москва
PL_77_564,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_564,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_564,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_564,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_564,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_564,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_567,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_567,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_567,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_567,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_567,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
